student_id,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
74,Chemistry,Organic,65.91257647875662,73.29439963308353,3,Low,69.69742381627559,57.252342244681664
75,English,Comprehension,47.79093356920971,65.12700764130061,2,Low,62.815103587134146,43.496022774876685
76,Physics,Mechanics,88.5710356039388,65.04167493719714,4,High,83.5135426460051,75.50902594656378
77,Mathematics,Calculus,58.63398622867367,59.3627263903298,3,High,82.68727492147329,60.900388253633466
78,Physics,Mechanics,69.80262764488445,56.23232159280046,3,Medium,65.27731452275928,61.99949420880706
79,Physics,Optics,45.722644156909126,71.05195453800835,1,Medium,77.59921469135729,48.21708145768826
80,Mathematics,Calculus,65.90319135115026,54.874869988128864,1,High,91.87141635072564,65.42232963913983
81,Chemistry,Organic,54.51231056617884,67.95056119508969,3,Medium,95.84477230541563,72.07009485511927
82,Biology,Anatomy,46.72308513343576,50.96201753739129,4,Medium,55.862224197316436,59.391287321147956
83,English,Comprehension,48.21718911417031,76.44453855035856,2,Low,72.93761041044134,42.949407771872075
84,Chemistry,Inorganic,55.05699474777518,59.82246201002234,3,High,76.73966329169569,67.51414625730574
85,Chemistry,Physical,58.07874403318001,79.33086838738635,4,Medium,80.66340130519022,74.48148480247477
86,Chemistry,Inorganic,76.1961456846602,56.57397626408271,2,High,65.90307049851548,66.90961540858841
87,Biology,Genetics,87.16376397737123,71.98932904031649,2,Low,63.608582714101175,64.6259286409378
88,Biology,Genetics,57.17796670637409,68.71098006974621,2,Medium,94.97008156842946,72.93215690652518
89,Physics,Mechanics,58.00902901238079,71.9135965074751,3,Medium,80.29804177915283,72.2293370261192
90,Chemistry,Inorganic,58.283096303260734,90.57537671991231,1,Medium,75.865897874729,63.25904041120086
91,Biology,Genetics,69.05123194490243,61.82184550816299,2,Medium,70.57567625088703,63.14182553134774
92,Chemistry,Physical,73.90837899510942,71.65184766049832,1,High,87.01213922163944,65.67951201482049
93,Chemistry,Organic,77.61911648806,55.34682556631794,3,Medium,62.894988409306315,55.25697759995538
94,Physics,Optics,37.531264916804034,89.48722876178759,3,Medium,66.25193286255299,60.04147366712267
95,English,Grammar,76.59106409551508,69.23082306729196,4,High,83.28153490390105,81.28827118967556
96,Chemistry,Physical,60.774503356355915,61.62018148757233,2,Medium,71.52473266227045,62.592808775445384
97,English,Vocabulary,55.6468856494696,35.052280987519865,4,Medium,70.55706739923889,56.679812566206934
98,Biology,Genetics,75.43527104126792,88.33456788207427,3,Medium,82.18098548251683,83.29607160377502
99,Biology,Anatomy,63.65632975286459,72.89635047606072,2,Medium,81.54365656354058,63.919429198656395
100,Biology,Ecology,67.16637010166518,100.0,1,Low,81.43353931054071,73.1884648517483
101,Biology,Genetics,67.60233244379526,74.6317499797021,2,Medium,68.70128354379219,63.05807149063571
102,Chemistry,Organic,57.47097338747027,60.569161356031294,4,Low,100.0,65.03180375858943
103,English,Vocabulary,63.10390521705213,61.5967839507887,4,Medium,65.84758620003635,65.51786309180862
104,Biology,Genetics,46.331000289540455,26.230465328268494,3,Medium,72.40408648636395,39.113337892706745
105,Chemistry,Inorganic,64.92015854442515,48.21282432197083,2,Low,85.38826145111929,49.257053936009925
106,Chemistry,Inorganic,56.93038580755382,58.173353492136016,1,Low,67.00889429174735,46.75977764342057
107,English,Grammar,52.276900712646565,51.23082265449574,2,Medium,76.98084760767856,52.87764209167476
108,English,Grammar,64.60696075740802,59.84862843299352,4,Medium,85.3999243982983,62.1435640140005
109,Physics,Optics,46.58385821620693,100.0,2,Medium,71.57312405919652,63.8539217437626
110,English,Vocabulary,63.20146439885046,75.91647141397492,2,High,89.14963691496664,69.73305643692484
111,Biology,Ecology,61.918195664891215,83.36429872669085,1,Low,82.21672064043236,53.27199755745333
112,English,Comprehension,74.75072715635677,39.78962346088233,3,Medium,71.49318472121213,57.940002635585586
113,Chemistry,Organic,61.6902852127761,52.137031228499865,3,High,78.26133022242118,56.631826583819446
114,Biology,Ecology,50.10198522861053,55.755418864177315,2,Medium,86.8521029151089,52.43484069732595
115,Mathematics,Geometry,60.59632161343541,75.08594964259038,2,Medium,84.71822690172735,64.25762415888397
116,Mathematics,Geometry,90.86287446119688,78.08385926620659,3,Low,64.99282842056655,78.70277126786542
117,Physics,Optics,68.56768374619787,77.34199747195882,1,Low,58.70407014023672,58.33783316303001
118,Mathematics,Algebra,77.34986764790773,75.08896223619564,3,Low,70.75784434788214,62.11427880829833
119,Chemistry,Inorganic,84.98569333355093,83.21555097527195,3,Medium,71.76734710703944,80.94080487315237
120,Physics,Optics,60.82384296443794,70.97837544344438,4,Medium,83.24415388257461,68.40421969803353
121,Chemistry,Physical,71.49202247124354,69.99404277834036,3,Medium,75.95320806947718,68.73398476804157
122,Mathematics,Geometry,58.092346085146715,69.83014721968043,2,High,78.74585109450979,58.94448398521622
123,Physics,Mechanics,49.783741860283186,48.06281259257726,1,Medium,68.73032942212232,56.72575853916113
124,Chemistry,Physical,61.306572599842255,58.116523670356955,3,High,61.806521108625944,60.96668095231027
125,Chemistry,Physical,71.71748537517247,84.21171088331933,2,Medium,88.5484517237325,76.20423978762274
126,Mathematics,Algebra,61.275852608528176,69.73527232991793,4,High,77.71578837195374,64.57696285822534
127,Physics,Thermodynamics,70.35967677820503,64.80091436051313,2,Medium,81.56883366224343,67.74174813056591
128,Biology,Anatomy,81.27960058620145,27.312642622280393,3,Low,60.9484007763554,53.22509979658459
129,Biology,Genetics,67.66560525960455,60.818770675047844,4,Medium,89.44173078548968,59.43901203889332
130,Mathematics,Probability,57.19298190131772,83.6531886392983,2,Medium,85.10136999225445,65.03775066464152
131,Physics,Thermodynamics,68.07393750120589,67.70177584566703,3,High,82.13399590205445,70.28789945498878
132,Chemistry,Physical,58.79253859879553,89.1402116027837,1,Medium,58.94591008815438,64.06097894255328
133,Mathematics,Geometry,61.80419205772756,58.03197605536681,4,Medium,70.79813182904142,62.16164716398199
134,Physics,Optics,41.79586038670928,49.88906252530438,4,Low,80.63078873972572,43.937458474976346
135,Chemistry,Inorganic,51.527335741252415,73.73614619276076,4,Low,86.38170740137805,60.87836756909486
136,English,Vocabulary,46.16047594811188,69.10944446110352,2,Medium,79.68563493371522,60.07477025028255
137,Mathematics,Algebra,60.51920877948117,50.396446894818126,2,Medium,97.35674686984474,55.54851631878952
138,English,Vocabulary,63.40330298394718,84.88518176554444,4,Low,80.43499102789342,73.96984234855886
139,English,Vocabulary,62.87663327007141,56.02554133192319,3,Low,72.64543277795306,56.078111901646515
140,Physics,Optics,75.88993722100707,68.53841824651549,3,Medium,81.81891489626311,78.8348805033764
141,English,Grammar,67.88027285222056,72.58331480565887,4,Low,72.33762467838542,63.64653970718512
142,English,Vocabulary,68.8136620304226,58.55725177926374,4,Low,71.29676631402704,56.73799415361363
143,Physics,Optics,65.34493787521781,87.17677793910948,3,Low,72.51737099214884,62.659668907772684
144,Mathematics,Algebra,61.60269198517696,54.76958988188858,4,Medium,71.92221765046999,63.79576884600986
145,Physics,Mechanics,63.85645361135658,72.18532288655508,4,Low,82.70425217116643,68.60202212863324
146,Biology,Ecology,74.02283141639238,82.653486170556,2,Medium,70.1986813230415,69.17171096137466
147,Physics,Optics,58.29293783274094,73.65817812596781,1,Medium,86.3660477170456,58.25540532728234
148,Chemistry,Inorganic,73.13959293430449,67.27955703928735,3,Medium,79.40014450053333,65.5254955453945
149,English,Vocabulary,78.46223827312218,87.6581573703832,3,High,79.30840244333749,79.94891738019406
150,English,Vocabulary,42.83873078634318,59.49995881234842,2,High,67.89128069588759,51.539693578427396
151,Mathematics,Algebra,71.02906555028494,93.812454456793,4,Medium,78.42725346377703,80.50031011745887
152,Chemistry,Inorganic,60.557486926241,68.34961401328805,1,Low,87.49201767487534,57.252955768187505
153,Mathematics,Geometry,56.88329237528876,95.01410649366224,2,Low,79.44655185666959,58.509425619565654
154,English,Grammar,47.55888203270713,97.47991262680569,4,Medium,70.47693680750923,58.96378228583544
155,Chemistry,Organic,68.0959639054408,75.03675064671594,3,Low,74.96397460909432,57.39258711104846
156,Biology,Genetics,62.34842991404403,68.40328758491796,4,Low,85.23141204687226,64.46815575018825
157,Mathematics,Algebra,62.85185639459017,57.021843715546744,2,High,81.32116101268377,57.26645094563737
158,Physics,Optics,81.79226523903202,81.86950524369153,2,Medium,89.75853280487284,81.180732062751
159,Mathematics,Geometry,80.18236701948439,76.39038813092496,3,High,88.17394065634326,78.1859156670363
160,Physics,Thermodynamics,69.81612352429748,100.0,2,Medium,81.50281574959703,82.00702442952586
161,Biology,Genetics,93.4227095357503,61.63942127000752,3,High,64.68423753129842,70.57478368369101
162,English,Vocabulary,71.07189331951442,38.0388298481074,3,Medium,81.13517972730416,53.78953108339014
163,English,Comprehension,78.092553225976,66.33899856378956,3,Medium,78.83544007473921,74.3114815194621
164,Biology,Ecology,67.69342182271967,83.70647453918232,4,Low,90.6870901101093,63.30534336591143
165,Physics,Optics,54.34147093463302,47.554405121733176,3,Medium,88.76803492878929,61.7690485350147
166,Chemistry,Inorganic,70.92836223539287,71.9101064873586,3,Medium,77.30640910264366,56.82410561978965
167,English,Grammar,63.71208805284108,56.960721211999555,2,High,82.71698710648344,48.366677742274334
168,Mathematics,Probability,51.13318342273139,72.7883501329332,3,Medium,85.47009174643314,62.520662665125904
169,English,Vocabulary,85.60118576377263,91.06417340111062,4,High,59.441013495101046,80.55377992123108
170,Chemistry,Inorganic,65.92186269272307,48.755116637171454,2,Medium,73.36532663297793,50.682005673738146
171,Chemistry,Organic,56.09576310131626,48.43016906288862,4,Low,83.47079009985035,61.99090273867342
172,English,Grammar,69.58322542677864,74.45062470786604,4,High,90.84003605563696,88.3751189237193
173,Biology,Ecology,50.15190025463544,77.43873457840377,1,High,75.7863519031609,50.654139812725354
174,Biology,Ecology,59.22864647290291,31.173124614165715,3,Low,76.39342593621264,49.84221967565916
175,Mathematics,Calculus,76.97612131831582,24.556169327094658,2,Medium,64.34436275134975,51.57037047922897
176,English,Comprehension,72.35328686075084,52.198766552395156,2,Low,67.79209581063562,55.9538919817486
177,English,Vocabulary,71.56659125668405,54.24260292205946,3,High,73.9715583686393,65.70452027574063
178,Physics,Mechanics,67.20525361547651,70.50154429394776,1,Low,76.97565990172382,58.10453053268457
179,Mathematics,Algebra,72.66476266435022,50.854926309042746,1,Medium,56.49059642104732,58.24681536450182
180,Physics,Optics,45.638376076779174,81.96514196491782,1,Medium,78.21357215450273,60.12269500686093
181,English,Vocabulary,71.77283585471919,73.33325944511529,1,Medium,73.88477942341055,66.4536151008439
182,Physics,Optics,60.62957019814475,79.29313516420956,1,High,76.20499958789301,59.26418988124482
183,Mathematics,Algebra,51.84469895725758,46.39923676108559,3,Medium,83.74834438269131,45.25052914940828
184,Mathematics,Algebra,39.18524458555196,94.52447462595157,2,Low,91.4201516013637,64.87502395036879
185,Physics,Optics,38.01085126332873,57.75511504473316,2,High,75.89608159927609,48.20723221581597
186,Biology,Anatomy,77.26929142872572,35.21434276286986,2,Medium,82.58928589786765,58.539440262005705
187,Mathematics,Probability,62.7332397465863,76.29609914660719,2,Low,79.61696918124213,71.38658446200802
188,Chemistry,Organic,67.15872981384175,88.880034295169,4,Low,67.8313377964241,76.77972945261175
189,English,Comprehension,63.388782759709876,65.61164182854935,3,High,69.59677816862512,68.7073476425891
190,Mathematics,Geometry,55.128543014130784,65.74487116128644,2,Medium,76.25224502647907,56.55283330097076
191,Chemistry,Organic,79.4738407480471,73.75957328820293,2,Medium,80.79290144304885,74.89237190581797
192,Physics,Mechanics,50.07364117530458,57.60642203306139,1,Medium,81.92699325994212,54.880781132491514
193,Physics,Mechanics,67.87372954047076,56.26973544638589,1,Medium,70.52853537616087,52.892034293128
194,Biology,Ecology,94.61662618675793,39.617236267645,2,Low,87.24584437626143,67.47401820425532
195,Chemistry,Inorganic,73.81093147643574,47.71753330062913,1,Medium,66.9632543203027,62.69861160838521
196,English,Vocabulary,77.51130602763784,60.20219912676869,4,Medium,58.769541065342544,69.94621001864846
197,Biology,Genetics,51.79064860595978,57.330520628591934,1,Medium,87.38549954911933,52.76951317280645
198,Biology,Genetics,67.35401054694474,58.971691831981495,4,High,79.62626335381103,80.43092996487897
199,English,Comprehension,79.7320279096795,49.855384719631914,3,Medium,55.488815251511426,58.05490162057667
200,Biology,Ecology,53.11169133634756,77.44120377330181,4,Medium,87.49140641691119,67.78910968924457
201,Biology,Genetics,36.973127310000464,60.51054140642004,3,Medium,75.72996755973358,58.5049866474691
202,Mathematics,Geometry,92.83195447978034,73.89976759091557,2,Medium,77.98052210107176,77.7262326811455
203,Biology,Ecology,61.51032703827155,61.88265370897184,1,Medium,56.637946268967035,56.05354279908079
204,Biology,Ecology,90.86891795848149,51.02820469021355,3,Low,78.65300993021789,70.37744902023042
205,Biology,Genetics,65.31346917847671,30.971856261735375,1,Low,70.61412793742704,48.30923055886163
206,Physics,Optics,56.56324522398627,74.5095113369757,3,Medium,73.25040243304592,60.530661535781256
207,Physics,Thermodynamics,52.56108900372443,87.69602773383073,4,Medium,76.23230272914662,74.05928951778782
208,English,Comprehension,75.94849536755444,44.03432120339887,1,Medium,68.49586965290007,56.91769108374822
209,Chemistry,Physical,52.21863604309553,63.421629434679986,1,Low,84.50796300336148,33.42613368055491
210,Biology,Genetics,71.093092043738,68.80982627668689,4,Medium,82.25766823163033,69.01474130174914
211,English,Vocabulary,83.36900998812436,86.28142777545975,3,Medium,61.687702072859295,75.5399319461052
212,Mathematics,Geometry,84.67386391301002,66.51060934937516,3,Medium,68.8659733645906,68.17288955096349
213,Biology,Genetics,66.92688777259838,68.04569030230121,1,Low,69.0717206262051,51.31586763945791
214,Biology,Ecology,52.4723259200209,64.86559269001954,4,Medium,62.27175387938493,68.26916961797824
215,Chemistry,Inorganic,71.49755273845746,79.3873274045397,2,High,69.32807581187322,67.71758602721495
216,English,Comprehension,69.64358358625451,88.51485997205221,3,Low,60.21088431225871,66.3959653132266
217,English,Comprehension,53.07072520349369,67.53591504266564,4,Medium,57.571756682664244,61.79294565604724
218,English,Comprehension,73.78814065305974,49.42556467435931,3,Medium,66.25179619923881,49.52001348515152
219,English,Comprehension,56.971127136081,83.59857031094114,1,High,73.02195314103494,62.22541550536069
220,Physics,Optics,74.70715040565558,57.343211752475725,4,Medium,82.42095372009307,70.47471460748581
221,Mathematics,Calculus,63.51452494626896,82.64222537127064,1,Low,75.88646697398012,66.84063816978374
222,English,Grammar,78.11682303935854,76.63054440788562,3,Low,61.52873710470303,59.795450607325435
223,Chemistry,Physical,52.08006878570804,41.32053750185295,1,Medium,67.18287479388032,50.49557604528218
224,Biology,Genetics,76.9525722296698,56.64807367145809,1,High,66.38616297643256,56.635808392691224
225,Mathematics,Algebra,64.67409879915108,76.61462661257727,3,High,68.56481769619857,74.31054091835448
226,Physics,Optics,74.97953969197363,67.58493998608608,4,High,66.46263465315089,74.53478610367974
227,Mathematics,Probability,55.051550499761504,71.0255083987482,4,Medium,95.56207129940321,63.64138653585497
228,Biology,Ecology,67.52684040750158,75.68749328332275,3,High,61.59446819996172,73.76847143861305
229,Mathematics,Probability,62.99453943456306,72.2386992573245,1,Low,62.064413608327015,54.050321384381796
230,Chemistry,Inorganic,55.05844677238726,81.64010027158064,4,Low,74.05628249964619,63.68854023954834
231,Biology,Anatomy,64.83938461216353,76.04625098592564,3,High,78.08833012598964,79.4900149215014
232,English,Grammar,42.20988334501439,69.17644098527964,3,Low,76.62669998997532,49.628369450368766
233,Mathematics,Probability,50.6821442468152,64.50659880144352,2,Low,83.28454515695107,48.41573917555937
234,Mathematics,Probability,62.4917209125677,55.2421931868605,2,Medium,85.99904950917883,54.92950393236431
235,Chemistry,Physical,53.15501875654373,90.3012070369966,1,Medium,60.501434345190944,54.580541983699035
236,Chemistry,Physical,73.66857629393326,62.4075027186235,1,Low,90.63735616049799,51.16719463724013
237,Physics,Optics,44.613809602356255,89.8579363993437,1,Low,71.06018636697578,51.94142098396176
238,English,Grammar,58.377702249290635,100.0,2,Medium,72.80259696597123,67.84959141322389
239,Biology,Ecology,95.14889091893983,62.91710494850961,3,Low,74.92957201075265,74.22127767056088
240,Chemistry,Inorganic,77.81119160974988,80.72494250564495,2,Medium,75.88406886291847,77.33110096933252
241,English,Comprehension,56.39813215276634,40.0019507439041,2,Medium,82.73099941538871,56.74075369364348
242,English,Grammar,87.34166940403557,51.84964746162305,4,Low,83.5009398931681,70.6611153556777
243,Physics,Mechanics,59.13380693856471,51.205738500664836,2,Low,82.1799030991617,59.80658606436555
244,English,Comprehension,42.24842190431253,70.55447543243591,1,Low,70.8857902734063,50.117481971033776
245,English,Grammar,48.19753947957069,25.906743357521847,1,Medium,63.885869878655654,39.55594455710069
246,Biology,Ecology,64.66982113939237,94.58377395004617,1,Medium,70.35679655502534,64.59917592422332
247,Mathematics,Calculus,64.3550658923705,80.19435668548473,1,Low,73.99845923520047,56.44622690775181
248,Biology,Anatomy,69.2602694530582,64.68330357067248,4,High,64.30749406047842,60.146602343650386
249,Mathematics,Algebra,56.38611936737934,60.734585835914665,4,Low,76.0164428768951,52.88354603506275
250,Mathematics,Calculus,73.8421267651092,63.780086643226795,2,Medium,64.36890963350535,62.63243623319475
251,English,Comprehension,70.84831763828461,76.33069021449828,2,Medium,63.89600482703979,67.57338066683135
252,Mathematics,Calculus,68.68477419884292,66.02895640966642,4,Medium,67.65408423201951,63.51096963228382
253,Mathematics,Algebra,77.1448143764463,33.737782137764896,3,Medium,66.7240977935128,57.70411303852216
254,Physics,Mechanics,51.855853233717,64.73403523267329,2,High,70.51619780946118,69.60444265783627
255,Chemistry,Organic,54.88856094331724,83.04576964491775,3,Medium,73.1710355889516,73.23033661055416
256,Chemistry,Physical,39.40240357915388,67.45199975122084,1,Low,86.61933813456096,44.2073969827262
257,English,Vocabulary,61.498264773013474,44.552137869550144,2,Medium,93.28593613064997,66.9028417679659
258,Chemistry,Organic,80.17494052806157,61.05252700292802,3,Medium,70.73642403794457,72.72093241097234
259,Chemistry,Organic,43.03077861926161,71.0097770593353,4,Medium,65.56616950630064,55.4275847951987
260,Mathematics,Calculus,31.884831208725394,83.95062274356397,2,Medium,83.33807339159364,56.112568759192094
261,Chemistry,Physical,60.98269601472151,61.94527305137005,4,Medium,82.81799311312912,69.13952344146976
262,English,Comprehension,56.17035301948604,71.05508127339647,4,Low,66.4065971630069,65.84054558218642
263,Mathematics,Calculus,52.307412223159346,67.38476868494804,2,Medium,63.109887176199656,55.097877638350894
264,Chemistry,Organic,79.24863261877701,100.0,1,High,69.76003426544644,68.95253855116238
265,Chemistry,Organic,49.89522020884387,52.86262565975555,2,Medium,64.9345743472036,57.26693271830559
266,Chemistry,Inorganic,63.01521178227786,87.58954875990783,1,Low,76.34185174177719,60.196645237067756
267,Physics,Mechanics,57.81958627723738,92.61569944593437,2,Medium,91.15375689469442,68.19204690509899
268,Mathematics,Calculus,46.77861267242312,86.65779398879472,1,High,70.2299762008704,64.89767001206286
269,Mathematics,Probability,59.130862568973114,72.45964468521264,3,Medium,70.97933255483329,66.74537544769656
270,Chemistry,Inorganic,41.766616235856546,69.88770454429036,3,Low,69.96854748098418,60.211561684064435
271,Biology,Ecology,62.615131567800525,72.50233377493588,1,Medium,62.879101080617346,62.13826809361433
272,Mathematics,Geometry,73.07088441443278,96.49822902342824,3,Medium,61.86334691027684,71.2539599036856
273,English,Comprehension,68.03524177118096,67.04830904083781,2,Medium,74.50623096443815,61.18617761376171
274,Physics,Optics,73.51342180566847,61.46770444145235,3,High,80.40869222481346,73.97939698167484
275,Biology,Genetics,75.66395304261152,60.098668510175145,4,Medium,60.28308557329312,65.46038078751074
276,English,Grammar,63.56152943092552,64.72068933261903,1,Low,56.14799947978883,48.42552833348728
277,Chemistry,Organic,52.35581097024375,51.9829561763121,2,Medium,71.4289763019226,56.987893679151036
278,Mathematics,Probability,73.81165610673796,58.26003032119409,2,Medium,83.52351356894472,59.72744190263648
279,English,Vocabulary,50.288799620189565,79.79135961111666,1,Medium,77.65155527298887,61.88143373514796
280,Mathematics,Geometry,67.27497939918491,83.01569138850712,1,Medium,63.79577340088383,62.106878669589264
281,Chemistry,Inorganic,60.81218364051697,62.67374152663931,1,Medium,91.39964529371393,62.46636179956343
282,Biology,Anatomy,53.414024170051334,68.45242358802687,2,Medium,72.92368947017621,49.74859837685591
283,Mathematics,Algebra,57.51673478084952,44.768556168150816,2,Low,70.60411288968226,36.23744963623959
284,Physics,Thermodynamics,59.84837330579288,57.61368530189216,1,Medium,97.96443076805188,55.40022966401521
